"airline-icon src","summary-marketing-airlines","itemAirport","itemAirport 2","summary-luggage-unit","summary-transit","flight-departure-time","flight-arrival-time","summary-duration","money-int","summary-seats","itemAirport 3"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/U2.png","easyJet","LGW","CDG","1x23 kg","Direkt Uçuş","17:00","19:15","1sa 15dk","7.841","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/U2.png","easyJet","LTN","CDG","1x23 kg","Direkt Uçuş","06:05","08:25","1sa 20dk","7.841","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/VY.png","Vueling Airlines","LHR","BCN","El çantası","1 Aktarma","20:50","13:25","15sa 35dk","7.905","","ORY"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/U2.png","easyJet","LGW","CDG","1x23 kg","Direkt Uçuş","18:00","20:15","1sa 15dk","8.055","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/U2.png","easyJet","LGW","CDG","1x23 kg","Direkt Uçuş","19:15","21:30","1sa 15dk","8.055","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/U2.png","easyJet","LTN","CDG","1x23 kg","Direkt Uçuş","19:00","21:20","1sa 20dk","8.055","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/VY.png","Vueling Airlines","LHR","BCN","El çantası","1 Aktarma","20:50","10:45","12sa 55dk","8.220","","ORY"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/IB.png","Iberia","LHR","ORY","1x23 kg","Direkt Uçuş","15:05","17:40","1sa 35dk","8.336","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/AZ.png","ITA - Italia Trasporto Aereo","LCY","FCO","El çantası","1 Aktarma","16:55","23:40","5sa 45dk","8.412","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/BA.png","British Airways","LHR","CDG","Kabin bagajı","Direkt Uçuş","20:45","23:00","1sa 15dk","8.498","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/BA.png","British Airways","LHR","ORY","1x23 kg","Direkt Uçuş","15:05","17:40","1sa 35dk","8.521","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/IB.png","Iberia","LGW","ORY","1x23 kg","Direkt Uçuş","07:40","10:10","1sa 30dk","8.865","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/U2.png","easyJet","LGW","CDG","1x23 kg","Direkt Uçuş","14:10","16:30","1sa 20dk","8.910","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/AF.png","Air France","LHR","CDG","Kabin bagajı","Direkt Uçuş","19:45","22:00","1sa 15dk","8.928","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/AF.png","Air France","LHR","CDG","Kabin bagajı","Direkt Uçuş","14:45","17:05","1sa 20dk","8.928","Son 1 koltuk",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/AF.png","Air France","LHR","CDG","Kabin bagajı","Direkt Uçuş","17:35","19:55","1sa 20dk","8.928","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/BA.png","British Airways","LGW","ORY","1x23 kg","Direkt Uçuş","07:40","10:10","1sa 30dk","9.050","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/U2.png","easyJet","LTN","CDG","1x23 kg","Direkt Uçuş","15:05","17:25","1sa 20dk","9.071","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","3x30 kg","Direkt Uçuş","20:01","23:23","2sa 22dk","9.154","Son 1 koltuk",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","2x23 kg","Direkt Uçuş","20:01","23:23","2sa 22dk","9.154","Son 1 koltuk",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","3x30 kg","Direkt Uçuş","20:31","23:53","2sa 22dk","9.154","Son 2 koltuk",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","2x23 kg","Direkt Uçuş","20:31","23:53","2sa 22dk","9.154","Son 2 koltuk",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/U2.png","easyJet","LGW","CDG","1x23 kg","Direkt Uçuş","08:05","10:30","1sa 25dk","9.178","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/AZ.png","ITA - Italia Trasporto Aereo","LGW","FCO","El çantası","1 Aktarma","12:05","23:40","10sa 35dk","9.192","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/VY.png","Vueling Airlines","LHR","BCN","El çantası","1 Aktarma","20:50","12:05","14sa 15dk","9.395","","ORY"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/VY.png","Vueling Airlines","LGW","ORY","1x25 kg","Direkt Uçuş","19:40","22:05","1sa 25dk","10.081","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/AF.png","Air France","LHR","NCE","Kabin bagajı","1 Aktarma","08:55","14:15","4sa 20dk","10.125","","ORY"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/AF.png","Air France","LHR","NCE","Kabin bagajı","1 Aktarma","08:55","15:30","5sa 35dk","10.125","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/AF.png","Air France","LHR","NCE","Kabin bagajı","1 Aktarma","08:55","15:35","5sa 40dk","10.125","","ORY"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/AF.png","Air France","LHR","NCE","Kabin bagajı","1 Aktarma","08:55","16:10","6sa 15dk","10.125","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/AF.png","Air France","LHR","NCE","Kabin bagajı","1 Aktarma","08:55","16:55","7sa","10.125","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/AF.png","Air France","LHR","NCE","Kabin bagajı","1 Aktarma","08:55","17:40","7sa 45dk","10.125","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/AF.png","Air France","LHR","NCE","Kabin bagajı","1 Aktarma","08:55","18:45","8sa 50dk","10.125","","ORY"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/AF.png","Air France","LHR","NCE","Kabin bagajı","1 Aktarma","08:55","19:45","9sa 50dk","10.125","","ORY"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/AF.png","Air France","LHR","NCE","Kabin bagajı","1 Aktarma","08:55","19:55","10sa","10.125","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/AF.png","Air France","LHR","NCE","Kabin bagajı","1 Aktarma","08:55","07:35","21sa 40dk","10.125","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/AF.png","Air France","LHR","NCE","Kabin bagajı","1 Aktarma","08:55","08:15","22sa 20dk","10.125","","ORY"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","3x30 kg","Direkt Uçuş","16:31","19:51","2sa 20dk","10.460","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","2x23 kg","Direkt Uçuş","16:31","19:51","2sa 20dk","10.460","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","3x30 kg","Direkt Uçuş","17:31","20:53","2sa 22dk","10.460","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","3x30 kg","Direkt Uçuş","19:01","22:24","2sa 23dk","10.460","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","2x23 kg","Direkt Uçuş","19:01","22:24","2sa 23dk","10.460","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/VY.png","Vueling Airlines","LHR","ORY","1x25 kg","Direkt Uçuş","15:05","17:40","1sa 35dk","11.322","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/KL.png","KLM Royal Dutch Airlines","LHR","AMS","Kabin bagajı","1 Aktarma","06:30","11:55","4sa 25dk","11.477","Son 1 koltuk","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","3x30 kg","Direkt Uçuş","15:31","19:03","2sa 32dk","11.676","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","2x23 kg","Direkt Uçuş","15:31","19:03","2sa 32dk","11.676","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/VY.png","Vueling Airlines","LGW","ORY","1x25 kg","Direkt Uçuş","07:40","10:10","1sa 30dk","11.705","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/AF.png","Air France","LHR","CDG","Kabin bagajı","Direkt Uçuş","06:15","08:35","1sa 20dk","11.821","Son 1 koltuk",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/KL.png","KLM Royal Dutch Airlines","LCY","AMS","Kabin bagajı","1 Aktarma","20:45","07:55","10sa 10dk","12.065","Son 3 koltuk","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/D8.png","Norwegian Air International","LGW","CPH","El çantası","1 Aktarma","13:35","21:20","6sa 45dk","12.466","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/VY.png","Vueling Airlines","LHR","BCN","El çantası","1 Aktarma","09:55","16:25","5sa 30dk","12.590","","ORY"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/VY.png","Vueling Airlines","LHR","BCN","El çantası","1 Aktarma","09:55","19:15","8sa 20dk","12.590","","ORY"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/VY.png","Vueling Airlines","LHR","BCN","El çantası","1 Aktarma","09:55","22:35","11sa 40dk","12.590","","ORY"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","3x30 kg","Direkt Uçuş","09:31","12:53","2sa 22dk","12.892","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","2x23 kg","Direkt Uçuş","09:31","12:53","2sa 22dk","12.892","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","3x30 kg","Direkt Uçuş","11:31","14:53","2sa 22dk","12.892","Son 3 koltuk",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","2x23 kg","Direkt Uçuş","11:31","14:53","2sa 22dk","12.892","Son 3 koltuk",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","3x30 kg","Direkt Uçuş","13:31","16:56","2sa 25dk","12.892","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","2x23 kg","Direkt Uçuş","13:31","16:56","2sa 25dk","12.892","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","3x30 kg","Direkt Uçuş","14:01","17:27","2sa 26dk","12.892","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","2x23 kg","Direkt Uçuş","14:01","17:27","2sa 26dk","12.892","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","3x30 kg","Direkt Uçuş","16:01","19:27","2sa 26dk","12.892","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","2x23 kg","Direkt Uçuş","16:01","19:27","2sa 26dk","12.892","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","3x30 kg","Direkt Uçuş","14:31","17:58","2sa 27dk","12.892","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","2x23 kg","Direkt Uçuş","14:31","17:58","2sa 27dk","12.892","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","3x30 kg","Direkt Uçuş","12:31","16:02","2sa 31dk","12.892","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/9F.png","Eurostar","QQS","XPG","2x23 kg","Direkt Uçuş","12:31","16:02","2sa 31dk","12.892","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/VY.png","Vueling Airlines","LHR","BCN","El çantası","1 Aktarma","09:55","21:10","10sa 15dk","13.040","","ORY"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/D8.png","Norwegian Air International","LGW","CPH","El çantası","1 Aktarma","15:35","21:20","4sa 45dk","13.125","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/D8.png","Norwegian Air International","LGW","CPH","El çantası","1 Aktarma","12:35","21:20","7sa 45dk","13.125","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/KM.png","KM Malta Airlines","LHR","MLA","El çantası","1 Aktarma","10:50","09:00","21sa 10dk","13.548","Son 1 koltuk","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/KL.png","KLM Royal Dutch Airlines","LCY","AMS","1x23 kg","1 Aktarma","20:45","07:55","10sa 10dk","13.770","Son 3 koltuk","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/D8.png","Norwegian Air International","LGW","CPH","El çantası","1 Aktarma","10:00","21:20","10sa 20dk","13.784","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/UX.png","Air Europa","LGW","MAD","El çantası","1 Aktarma","10:00","18:25","7sa 25dk","14.845","","ORY"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/AF.png","Air France","LHR","CDG","Kabin bagajı","Direkt Uçuş","09:00","11:20","1sa 20dk","15.258","Son 3 koltuk",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/AF.png","Air France","LHR","CDG","Kabin bagajı","Direkt Uçuş","11:30","13:50","1sa 20dk","15.258","Son 2 koltuk",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/KL.png","KLM Royal Dutch Airlines","LCY","AMS","Kabin bagajı","1 Aktarma","13:45","20:05","5sa 20dk","15.986","Son 2 koltuk","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/KL.png","KLM Royal Dutch Airlines","LCY","AMS","Kabin bagajı","1 Aktarma","20:45","09:25","11sa 40dk","16.155","Son 3 koltuk","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/SK.png","Scandinavian Airlines","LHR","CPH","1x23 kg","1 Aktarma","10:20","19:25","8sa 5dk","16.297","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/LG.png","Luxair","LCY","LUX","1x23 kg","1 Aktarma","16:00","08:35","15sa 35dk","16.444","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/AT.png","Royal Air Maroc","LGW","CMN","1x23 kg","1 Aktarma","16:40","06:45","13sa 5dk","16.709","Son 3 koltuk","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/AT.png","Royal Air Maroc","LGW","CMN","1x23 kg","1 Aktarma","16:40","07:00","13sa 20dk","16.920","Son 3 koltuk","ORY"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/KM.png","KM Malta Airlines","LHR","MLA","El çantası","1 Aktarma","10:50","20:05","8sa 15dk","17.492","Son 1 koltuk","ORY"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/LH.png","Lufthansa","LHR","FRA","1x23 kg","1 Aktarma","08:30","13:50","4sa 20dk","17.504","Son 2 koltuk","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/LH.png","Lufthansa","LHR","FRA","1x23 kg","1 Aktarma","06:30","13:50","6sa 20dk","17.504","Son 2 koltuk","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/LH.png","Lufthansa","LHR","FRA","1x23 kg","1 Aktarma","08:30","17:50","8sa 20dk","17.504","Son 2 koltuk","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/LH.png","Lufthansa","LHR","FRA","1x23 kg","1 Aktarma","08:30","18:35","9sa 5dk","17.504","Son 2 koltuk","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/LH.png","Lufthansa","LHR","FRA","1x23 kg","1 Aktarma","06:30","17:50","10sa 20dk","17.504","Son 2 koltuk","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/LH.png","Lufthansa","LHR","FRA","1x23 kg","1 Aktarma","06:30","18:35","11sa 5dk","17.504","Son 2 koltuk","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/LH.png","Lufthansa","LHR","FRA","1x23 kg","1 Aktarma","08:30","22:55","13sa 25dk","17.504","Son 2 koltuk","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/EW.png","Eurowings","LHR","HAM","1x23 kg","1 Aktarma","19:25","07:30","11sa 5dk","18.033","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/SK.png","Scandinavian Airlines","LHR","CPH","1x23 kg","1 Aktarma","19:30","08:15","11sa 45dk","18.175","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/KL.png","KLM Royal Dutch Airlines","LHR","AMS","Kabin bagajı","1 Aktarma","06:30","12:55","5sa 25dk","18.193","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/KL.png","KLM Royal Dutch Airlines","LHR","AMS","Kabin bagajı","1 Aktarma","08:40","15:55","6sa 15dk","18.386","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/KL.png","KLM Royal Dutch Airlines","LCY","AMS","Kabin bagajı","1 Aktarma","13:45","18:10","3sa 25dk","18.524","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/LH.png","Lufthansa","LHR","FRA","1x23 kg","1 Aktarma","08:30","08:55","23sa 25dk","18.532","Son 2 koltuk","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/KL.png","KLM Royal Dutch Airlines","LCY","AMS","Kabin bagajı","1 Aktarma","19:05","09:25","13sa 20dk","18.720","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/TP.png","TAP Portugal","LHR","LIS","1x23 kg","1 Aktarma","06:00","13:55","6sa 55dk","18.833","","ORY"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/TP.png","TAP Portugal","LHR","LIS","1x23 kg","1 Aktarma","06:00","15:50","8sa 50dk","18.833","","ORY"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/TP.png","TAP Portugal","LHR","LIS","1x23 kg","1 Aktarma","06:00","18:55","11sa 55dk","18.833","","ORY"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/TP.png","TAP Portugal","LHR","LIS","1x23 kg","1 Aktarma","06:00","20:15","13sa 15dk","18.833","","ORY"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/EI.png","Aer Lingus","LHR","DUB","1x20 kg","1 Aktarma","14:20","21:05","5sa 45dk","18.862","Son 1 koltuk","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/AH.png","Air Algerie","STN","ALG","1x23 kg","1 Aktarma","13:40","21:55","7sa 15dk","19.025","","ORY"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/VY.png","Vueling Airlines","LGW","BCN","1x25 kg","1 Aktarma","21:45","08:25","9sa 40dk","19.095","","ORY"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/AT.png","Royal Air Maroc","LHR","CMN","1x23 kg","1 Aktarma","18:10","07:00","11sa 50dk","19.529","Son 2 koltuk","ORY"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/SN.png","Brussels Airlines","LHR","BRU","1x23 kg","1 Aktarma","11:05","09:00","20sa 55dk","20.245","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/DY.png","Norwegian Air Shuttle","LGW","OSL","El çantası","1 Aktarma","09:20","20:55","10sa 35dk","20.349","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/LH.png","Lufthansa","LHR","FRA","1x23 kg","1 Aktarma","07:30","13:50","5sa 20dk","20.452","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/LH.png","Lufthansa","LHR","FRA","1x23 kg","1 Aktarma","11:30","17:50","5sa 20dk","20.452","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/LH.png","Lufthansa","LHR","FRA","1x23 kg","1 Aktarma","11:30","18:35","6sa 5dk","20.452","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/KL.png","KLM Royal Dutch Airlines","LHR","AMS","Kabin bagajı","1 Aktarma","08:40","15:30","5sa 50dk","21.811","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/LX.png","Swiss","LHR","ZRH","1x23 kg","1 Aktarma","17:10","23:05","4sa 55dk","22.731","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/DY.png","Norwegian Air Shuttle","LGW","BGO","El çantası","1 Aktarma","10:30","20:55","9sa 25dk","23.107","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/DY.png","Norwegian Air Shuttle","LGW","OSL","El çantası","1 Aktarma","20:50","09:40","11sa 50dk","23.527","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/DY.png","Norwegian Air Shuttle","LGW","OSL","El çantası","1 Aktarma","19:45","09:40","12sa 55dk","24.366","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/EW.png","Eurowings","LHR","HAM","1x23 kg","1 Aktarma","14:50","20:10","4sa 20dk","25.093","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/KL.png","KLM Royal Dutch Airlines","LHR","AMS","Kabin bagajı","1 Aktarma","11:45","17:10","4sa 25dk","25.984","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/KL.png","KLM Royal Dutch Airlines","LCY","AMS","Kabin bagajı","1 Aktarma","20:45","10:50","13sa 5dk","26.146","","CDG"
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/BA.png","British Airways","LHR","CDG","Kabin bagajı","Direkt Uçuş","10:55","13:15","1sa 20dk","26.674","Son 3 koltuk",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/BA.png","British Airways","LHR","CDG","Kabin bagajı","Direkt Uçuş","14:05","16:25","1sa 20dk","26.674","",""
"https://cdn.enuygun.com/ucak-bileti/v-86436/assets/images/airline-icon/BA.png","British Airways","LHR","CDG","Kabin bagajı","Direkt Uçuş","16:15","18:35","1sa 20dk","26.674","",""
